"Read Details","Baca Detail",module,Magento_AdminNotification
"Mark as Read","Tandai telah dibaca",module,Magento_AdminNotification
"Are you sure?","Apakah anda yakin?",module,Magento_AdminNotification
Remove,Hapus,module,Magento_AdminNotification
"Messages Inbox","Kotak Masuk Pesan",module,Magento_AdminNotification
"You have %1 new system messages","Anda memiliki %1 pesan sistem baru",module,Magento_AdminNotification
"You have %1 new system message","Anda memiliki %1 pesan sistem baru",module,Magento_AdminNotification
"Incoming Message","Pesan Masuk",module,Magento_AdminNotification
close,keluar,module,Magento_AdminNotification
Notifications,Pemberitahuan,module,Magento_AdminNotification
"The message has been marked as Read.","Tandai pesan telah dibaca.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","Kami tidak bisa menandai pemberitahuan telah dibaca karena ada kesalahan.",module,Magento_AdminNotification
"Please select messages.","Silahkan pilih pesan.",module,Magento_AdminNotification
"A total of %1 record(s) have been marked as Read.","Sebanyak% 1 record telah ditandai sudah dibaca.",module,Magento_AdminNotification
"Total of %1 record(s) have been removed.","Sebanyak% 1 record telah dihapus.",module,Magento_AdminNotification
"We couldn't remove the messages because of an error.","Kami tidak bisa menghapus pesan karena ada kesalahan.",module,Magento_AdminNotification
"The message has been removed.","Pesan telah dihapus.",module,Magento_AdminNotification
"1 Hour","1 jam",module,Magento_AdminNotification
"2 Hours","2 jam",module,Magento_AdminNotification
"6 Hours","6 jam",module,Magento_AdminNotification
"12 Hours","12 jam",module,Magento_AdminNotification
"24 Hours","24 jam",module,Magento_AdminNotification
critical,kritis,module,Magento_AdminNotification
major,besar,module,Magento_AdminNotification
minor,kecil,module,Magento_AdminNotification
notice,perhatian,module,Magento_AdminNotification
"Wrong message type","Type pesan salah",module,Magento_AdminNotification
"Wrong notification ID specified.","Notifikasi ID yang ditentukan salah.",module,Magento_AdminNotification
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure URL / Base Secure URL. We highly recommend changing this value in your Magento <a href=""%1"">configuration</a>.","{{Base_url}} tidak dianjurkan untuk digunakan dalam lingkungan produksi untuk menyatakan basis URL tidak aman/ basis URL aman. Kami sangat menyarankan mengubah nilai ini dalam Magento Anda <a href=""%1""> konfigurasi </a>.",module,Magento_AdminNotification
"Please go to <a href=""%1"">Cache Management</a> and refresh cache types.","Silakan buka <a href=""%1""> Manajemen Cache </a> dan me-refresh type cache.",module,Magento_AdminNotification
"We were unable to synchronize one or more media files. Please refer to the log file for details.","Kami tidak dapat menyinkronkan satu atau lebih file media. Silakan merujuk ke file log untuk rincian.",module,Magento_AdminNotification
"Synchronization of media storages has been completed.","Sinkronisasi media penyimpanan telah selesai.",module,Magento_AdminNotification
"Your web server is set up incorrectly and allows unauthorized access to sensitive files. Please contact your hosting provider.","Setup server web anda tidak benar dan memungkinkan akses tidak sah ke file sensitif. Silakan hubungi penyedia hosting anda.",module,Magento_AdminNotification
"System Messages:","Pesan Sistem:",module,Magento_AdminNotification
"Critical System Messages","Pesan Sistem Kritis",module,Magento_AdminNotification
"Major System Messages","Pesan Sistem Besar",module,Magento_AdminNotification
"System messages","Pesan Sistem",module,Magento_AdminNotification
Close,Keluar,module,Magento_AdminNotification
"See All (","Lihat semua (",module,Magento_AdminNotification
"Please correct the data sent.","Harap perbaiki data yang dikirim.",module,Magento_AdvancedPricingImportExport
"Entity type model must be an instance of \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType","Model type entitas harus menjadi contoh \Magento\CatalogImportExport\Model\Export\Product\Type\AbstractType",module,Magento_AdvancedPricingImportExport
"There are no product types available for export","Tidak ada jenis produk yang tersedia untuk diekspor",module,Magento_AdvancedPricingImportExport
"Something went wrong while compiling a list of allowed resources. You can find out more in the exceptions log.","Terjadi kesalahan saat menyusun daftar sumber daya diperbolehkan. Anda dapat mengetahui lebih lanjut dalam log pengecualian.",module,Magento_Authorization
"You created the order.","Anda telah membuat pesanan.",module,Magento_Authorizenet
"Order saving error: %1","Menyimpan pesanan error:%1",module,Magento_Authorizenet
"Please choose a payment method.","Silahkan pilih metode pembayaran.",module,Magento_Authorizenet
"Credit Card: xxxx-%1","Kartu Kredit: xxxx-%1",module,Magento_Authorizenet
"amount %1","jumlah% 1",module,Magento_Authorizenet
failed.,gagal.,module,Magento_Authorizenet
successful.,sukses.,module,Magento_Authorizenet
"Authorize.Net Transaction ID %1.","Authorize.Net ID Transaksi% 1.",module,Magento_Authorizenet
authorize,izinkan,module,Magento_Authorizenet
"authorize and capture","izinkan dan tangkap",module,Magento_Authorizenet
capture,tangkap,module,Magento_Authorizenet
refund,"pengembalian dana",module,Magento_Authorizenet
void,kosong,module,Magento_Authorizenet
"Something went wrong in the payment gateway.","Ada yang tidak beres di gateway pembayaran.",module,Magento_Authorizenet
"Invalid amount for capture.","Jumlah tidak valid untuk ditangkap.",module,Magento_Authorizenet
"Payment capturing error.","Kesalahan Pembayaran ditangkap.",module,Magento_Authorizenet
"Invalid transaction ID.","Transaksi ID tidak valid.",module,Magento_Authorizenet
"Payment voiding error.","Membatalkan pembayaran error.",module,Magento_Authorizenet
"Invalid amount for refund.","Jumlah pengembalian dana tidak valid.",module,Magento_Authorizenet
"Payment refunding error.","Pengembalian uang pembayaran error.",module,Magento_Authorizenet
"The transaction was declined because the response hash validation failed.","Transaksi ditolak karena respon pengesahan gagal.",module,Magento_Authorizenet
"There was a payment authorization error.","Terjadi kesalahan otorisasi pembayaran.",module,Magento_Authorizenet
"Please enter a transaction ID to authorize this payment.","Masukkan ID transaksi untuk mengotorisasi pembayaran ini.",module,Magento_Authorizenet
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Transaksi% 1 telah disetujui. Jumlah% 2. status transaksi adalah ""% 3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Transaksi% 1 telah dibatalkan / ditolak. status transaksi adalah ""% 2"". Jumlah% 3.",module,Magento_Authorizenet
"Authorize Only","Hanya otorisasi",module,Magento_Authorizenet
"Authorize and Capture","Izinkan dan tangkap",module,Magento_Authorizenet
"Unable to get transaction details. Try again later.","Tidak dapat mendapatkan rincian transaksi. Coba lagi nanti.",module,Magento_Authorizenet
"Credit Card Type","Tipe Kartu Kredit",module,Magento_Authorizenet
"Credit Card Number","Nomor Kartu Kredit",module,Magento_Authorizenet
"Expiration Date","Tanggal kadaluarsa",module,Magento_Authorizenet
